post_title,post_content,tax_area,shop_catch,shop_tel,shop_hours,shop_address,shop_line,official_url,review_star,recommend_text,shop_holiday,shop_booking,shop_parking,basic_price,price_textarea,price_90,price_120,price_150,price_50,price_60,price_70,price_80,price_100,price_180,price_extension,price_nomination,age_18,age_20,age_25,age_30,age_35,age_40,therapist_1_name,therapist_1_img,therapist_1_text,therapist_1_url,therapist_2_name,therapist_2_img,therapist_2_text,therapist_2_url,therapist_3_name,therapist_3_img,therapist_3_text,therapist_3_url,area_avg_90,area_avg_120,area_avg_150,area_ranking_pickup
D.I.A 堺東店（ダイヤ）,,堺東,,070-3140-8008,11:00～翌6:00（最終受付翌4:30）,大阪府堺市堺区北庄町2丁目,https://line.me/R/ti/p/~452bvzee,,,,不定休,予約優先,,15000,,15000,19000,23000,,,,,,27000,6000,,1,29,7,0,1,0,,,,,,,,,,,,,,,,
LEON SPA Gold 堺東店（レオンスパゴールド）,,堺東,,070-8988-8423,10:00～翌5:00（受付時間9:00～翌4:00）,大阪府堺市堺区翁橋町,https://line.me/R/ti/p/~leon_spa_gold,,,,年中無休,完全予約制,,16000,,16000,21000,26000,,,13000,,,31000,,1000,0,0,5,2,0,0,,,,,,,,,,,,,,,,
LEON SPA（レオンスパ）,,堺東,,070-4032-5446,10:00～翌5:00（受付時間9:00～翌4:00）,大阪府堺市堺区翁橋町,https://line.me/R/ti/p/~leonspa,,,,年中無休,完全予約制,,14000,,14000,18000,22000,,10000,,,,26000,6000,,0,5,2,0,0,0,,,,,,,,,,,,,,,,
MADAM JEWEL（マダムジュエル）,,堺東,,070-9154-5024,10:00～翌5:00（受付時間9:00～翌4:00）,大阪府堺市堺区南瓦町,https://line.me/R/ti/p/~madam.jewel,,,,年中無休,完全予約制,,15000,,15000,20000,25000,,,12000,,,30000,6000,1000,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Oil Madrid（オイルマドリード）,,堺東,,080-4824-6033,12:00～翌5:00（最終受付）,大阪府堺市堺区南瓦町,https://line.me/R/ti/p/~oilmadrid,,,,年中無休,完全予約制,,14000,240分: 34000,14000,18000,22000,,,10000,,,26000,6000,,3,19,16,1,0,0,,,,,,,,,,,,,,,,
IncaRose（インカローズ）,,堺東,,080-3833-0721,10:00～翌4:00,大阪府堺市堺区北花田口町,,,,,不定休,,,15000,,15000,19000,,,11000,,,,,6000,1000,3,6,5,2,1,0,,,,,,,,,,,,,,,,
おもち,,堺東,,070-2484-5741,11:00～翌2:00,大阪府堺市堺区中瓦町1丁,https://line.me/R/ti/p/~omochi-sakaisinosaka,,,,不定休,完全予約制,,16000,,16000,20000,24000,,,,,,,6000,,0,2,10,0,0,0,,,,,,,,,,,,,,,,
Relaxation Hug 堺店（ハグ）,,堺東,,090-7887-5103,10:00～翌3:00（最終受付）,大阪府堺市堺区北瓦町1丁目,,,,,年中無休,予約優先,,13000,,13000,18000,23000,,,,,,28000,6000,1000,0,0,8,7,11,3,,,,,,,,,,,,,,,,
YOLU SPA 堺東（ヨルスパ）,,堺東,,080-4644-2400,10:00～翌4:00（最終受付）,大阪府堺市堺区翁橋町,,,,,不定休,,,16000,,16000,22000,28000,,,14000,,,,,1000,5,20,11,4,0,0,,,,,,,,,,,,,,,,
Bellica（ベリカ）,,十三,,070-8580-8977,12:00～翌3:00,大阪市淀川区十三本町1丁目,,,,,不定休,予約優先,,12000,,,,,,,,,12000,,5000,1000,0,0,0,0,0,0,,,,,,,,,,,,,,,,
みるくSPA,,十三,,070-2293-0888,11:00～翌5:00,大阪市淀川区十三本町1丁目,https://line.me/R/ti/p/~milkspa777,,,,年中無休,完全予約制,,13000,240分: 37000,13000,17000,22000,,,10000,,,27000,6000,1000,3,26,11,0,0,0,,,,,,,,,,,,,,,,
Mrs.OnlyOne 十三店（ミセスオンリーワン）,,十三,,070-9098-5199,10:30～翌3:00（受付時間10:00～翌1:30）,大阪市淀川区十三東,https://line.me/R/ti/p/~mrsonlyone,,,,不定休,完全予約制,,14000,,14000,,,,,12000,,,,6000,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
すきっと,,心斎橋,,090-4962-9964,12:00～翌2:00,大阪市中央区西心斎橋1丁目,https://line.me/R/ti/p/~skit-skit,,,,年中無休,完全予約制,,13000,,13000,17000,,,10000,,,,,5000,1000,0,20,17,2,1,0,,,,,,,,,,,,,,,,
Lumiere（リュミエール）,,心斎橋,,090-3201-0888,10:00～翌1:00,大阪市西区北堀江1丁目,https://line.me/R/ti/p/~888xhmvj,,,,不定休,完全予約制,,13000,,13000,18000,23000,,,,,,,5000,1000,1,5,9,4,1,1,,,,,,,,,,,,,,,,
マダムスパ,,心斎橋,,080-3829-7200,11:00～翌2:00（受付時間10:00～24:00）,大阪市西区北堀江2丁目6,,,,,年中無休,完全予約制,,11000,,11000,15000,19000,,,,,,24000,5000,0,0,0,1,4,7,7,,,,,,,,,,,,,,,,
moani（モアニ）,,心斎橋,,090-6676-8270,20:00～23:00/土日祝11:00～23:00（最終受付21:30※60分コースのご案内）,大阪市西区北堀江1丁目22-13 北堀江1番館206号室,https://line.me/R/ti/p/~515fllud,,,,不定休,完全予約制,,10000,,10000,13000,16000,,,,,,19000,,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,
Nurest（ヌーレスト）,,心斎橋,,050-1808-4266,10:00～翌5:00（受付時間10:00～翌3:00）,大阪市西区北堀江2丁目,https://line.me/R/ti/p/~nurest01,,,,不定休,予約優先,,14000,,14000,19000,,,,,,,,,1000,0,0,17,3,0,0,,,,,,,,,,,,,,,,
Relaxgarden（リラックスガーデン）,,心斎橋,,080-6173-8383,11:00～24:00（最終受付）,大阪市西区新大阪町4-9,https://line.me/R/ti/p/~relax810,,,,年中無休,完全予約制,,12000,,12000,15000,19000,,,,,,24000,5000,0,0,2,7,1,0,0,,,,,,,,,,,,,,,,
Sanando（サナンド）,,心斎橋,,080-8520-0955,10:00～翌2:00（受付時間9:00～翌1:00）,大阪市中央区南船場,https://line.me/R/ti/p/~sanando,,,,不定休,完全予約制,,14000,,14000,18000,23000,,,,,,29000,6000,1000,0,21,11,0,0,0,,,,,,,,,,,,,,,,
4h（フォーエイチ）,,新大阪,,070-1789-1515,10:00～翌5:00（受付時間9:00～翌4:00）,大阪市東淀川区東中島1丁目,https://line.me/R/ti/p/~4h_osaka,,,,不定休,完全予約制,,14000,,14000,18000,22000,,,,,,26000,7000,0,2,13,15,0,0,0,,,,,,,,,,,,,,,,
愛のゆりかご,,新大阪,,080-9004-2543,10:00～翌5:00/日10:00～翌2:00（受付時間9:00～翌3:30/日9:00～24:30）,大阪市東淀川区東中島1丁目,https://line.me/R/ti/p/~ainoyurikago,,,,不定休,完全予約制,,11000,,11000,15000,21000,,,,,,25000,6000,1000,0,0,0,0,0,0,,,,,,,,,,,,,,,,
AMATERAS（アマテラス）,,新大阪,,080-5295-4870,11:00～翌2:00,大阪市東淀川区東中島1丁目,,,,,不定休,完全予約制,,16000,,16000,22000,28000,,12000,,,,32000,,,4,27,9,0,0,0,,,,,,,,,,,,,,,,
Bell.Madonna 梅田・新大阪大阪・西中島・十三・京橋ルーム（ベルマドンナ）,,新大阪,,080-4989-5040,10:00～翌5:00（受付時間9:00～翌3:00）,大阪市淀川区西中島7丁目,https://line.me/R/ti/p/~610rnovz,,,,不定休,完全予約制,,12000,,,,,,,,,12000,,5000,1000,0,0,0,12,14,12,,,,,,,,,,,,,,,,
僕のママスパ,,新大阪,,070-1783-1250,10:00～24:00（受付時間9:30～22:00）,大阪市東淀川区東中島1丁目,,,,,不定休,完全予約制,,12000,240分: 32000,12000,15000,20000,,10000,11000,,,24000,6000,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,
Chaleureux（シャルル）,,新大阪,,070-1942-5966,11:00～翌3:00（受付時間10:00～翌1:00）,大阪市東淀川区東中島1丁目,https://line.me/R/ti/p/~chal1101,,,,年中無休,完全予約制,,15000,,15000,18000,23000,,,12000,,,27000,6000,1000,0,1,2,7,2,1,,,,,,,,,,,,,,,,
Checkmate 新大阪大阪・梅田（チェックメイト）,,新大阪,,070-8546-7505,10:00～翌2:00（24時間受付）,大阪市東淀川区東中島1丁目,https://line.me/R/ti/p/~artemis20250915,,,,年中無休,,,14000,,14000,20000,26000,,10000,,,,30000,,,2,21,10,0,0,0,,,,,,,,,,,,,,,,
DAZZLE（ダズル）,,新大阪,,070-5656-2320,12:00～翌5:00（最終受付翌3:00）,大阪市東淀川区東中島1丁目18,https://line.me/R/ti/p/~dazzle-es,,,,年中無休,予約優先,,15000,,15000,20000,25000,,10000,,,,30000,6000,1000,4,10,10,4,0,0,,,,,,,,,,,,,,,,
縁（えにし）,,新大阪,,070-1768-7025,10:00～翌5:00（最終受付）,大阪市淀川区西中島6丁目,,,,,年中無休,完全予約制,,14000,,14000,18000,22000,,,,,,,5000,,0,0,0,0,3,1,,,,,,,,,,,,,,,,
Mrs.Feliciarc 新大阪大阪店（ミセスフェリシアーク）,,新大阪,,070-9004-9199,11:00～翌5:00（受付時間10:00～翌3:00）,大阪市東淀川区東中島1丁目,https://line.me/R/ti/p/~mrsfeliciarc,,,,不定休,完全予約制,,14000,,14000,17000,20000,,,11000,,,23000,6000,1000,0,0,0,0,0,0,,,,,,,,,,,,,,,,
祇園 the.Mrs 新大阪大阪店（ぎおんザミセス）,,新大阪,,070-9003-3363,11:00～翌5:00（受付時間10:00～翌3:00）,大阪市東淀川区東中島1丁目,,,,,不定休,完全予約制,,15000,,15000,20000,25000,,,,,,30000,6000,1000,0,0,0,8,11,13,,,,,,,,,,,,,,,,
Mrs.Gold Tiara 新大阪大阪店（ミセスゴールドティアラ）,,新大阪,,070-9116-7774,11:00～翌5:00（受付時間10:00～翌3:00）,大阪市東淀川区東中島1丁目,,,,,不定休,完全予約制,,15000,,15000,20000,25000,,,,,,30000,6000,1000,0,0,0,0,0,0,,,,,,,,,,,,,,,,
ヒルガオ,,新大阪,,070-8305-1525,10:00～翌5:00,大阪市東淀川区東中島1丁目,https://line.me/R/ti/p/~hirugao06,,,,不定休,予約優先,,15000,,15000,20000,25000,,,13000,,,30000,7000,0,0,0,0,9,16,10,,,,,,,,,,,,,,,,
彼女ん家,,新大阪,,090-8502-0394,12:00～翌5:00（最終受付翌5:00）,大阪市東淀川区東中島1丁目,https://line.me/R/ti/p/~kanojonti,,,,年中無休,,,13000,,13000,17000,21000,,10000,,,,25000,,1000,4,32,4,0,0,0,,,,,,,,,,,,,,,,
極SPA（きわみスパ）,,新大阪,,070-4124-1191,11:00～翌5:00（受付時間10:00～翌4:00）,大阪市淀川区西中島7丁目,https://line.me/R/ti/p/~gokuspa,,,,年中無休,完全予約制,,13000,,13000,18000,22000,,10000,,,,,6000,1000,2,23,15,0,0,0,,,,,,,,,,,,,,,,
こころのゆりかご,,新大阪,,080-5548-5838,10:00～翌5:00/日10:00～翌2:00（受付時間9:00～翌3:30（日曜日のみ受付時間9:00～24:30））,大阪市東淀川区東中島1丁目,https://line.me/R/ti/p/~kokoronoyurikago,,,,不定休,完全予約制,,13000,,13000,17000,21000,,,,,,25000,6000,1000,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Mrs.Merci SPA 新大阪大阪ルーム（ミセスメルシースパ）,,新大阪,,070-8511-0932,11:00～翌5:00（受付時間10:00～翌3:00）,大阪市東淀川区東中島1丁目,https://line.me/R/ti/p/~mercispa,,,,不定休,完全予約制,,15000,,15000,20000,25000,,,,,,30000,6000,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Mrs.FlowerSPA 新大阪大阪（ミセスフラワースパ）,,新大阪,,080-4583-9121,11:00～翌5:00（受付時間10:00～翌3:00）,大阪市東淀川区東中島1丁目,https://line.me/R/ti/p/~mrsflowerspa,,,,不定休,完全予約制,,15000,,15000,20000,25000,,,,,,30000,6000,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Mrs.L’Amant（ミセスラマン）,,新大阪,,070-8492-1528,10:00～翌1:00（受付時間9:00～23:30）,大阪市淀川区宮原1丁目,,,,,不定休,完全予約制,,13000,,13000,17000,21000,,,,,,,6000,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Mrs.OnlyOne 新大阪大阪店（ミセスオンリーワン）,,新大阪,,070-9098-5199,10:30～翌3:00（受付時間10:00～翌1:30）,大阪市東淀川区東中島1丁目,https://line.me/R/ti/p/~mrsonlyone,,,,不定休,完全予約制,,14000,,14000,,,,,12000,,,,6000,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Mrs.Rank UP（ミセスランクアップ）,,新大阪,,070-9454-3588,11:00～翌5:00（受付時間10:00～翌3:00）,大阪市東淀川区東中島1丁目,https://line.me/R/ti/p/~mrs.Rankup3588,,,,不定休,完全予約制,,15000,,15000,20000,25000,,,,,,30000,7000,,0,0,4,0,5,2,,,,,,,,,,,,,,,,
Mrs.Emmy（ミセスエミー）,,新大阪,,090-3464-8333,10:00～翌3:00（受付時間9:00～翌3:00）,大阪市淀川区宮原1丁目,https://line.me/R/ti/p/~septemsalon,,,,不定休,完全予約制,,14000,,14000,17000,21000,,10000,,,,26000,,1000,1,14,11,8,4,1,,,,,,,,,,,,,,,,
Alivie 新大阪大阪（アリビエ）,,新大阪,,080-8850-3660,10:00～翌5:00（受付時間9:00～翌3:00）,大阪市東淀川区東中島1丁目,https://line.me/R/ti/p/~alivieosaka,,,,年中無休,完全予約制,,13000,,13000,17000,22000,,10000,,,,26000,6000,1000,4,17,18,1,0,0,,,,,,,,,,,,,,,,
赤まむし,,新大阪,,070-9317-9009,10:00～24:00,大阪市淀川区宮原1丁目,https://line.me/R/ti/p/~redsnake123,,,,不定休,完全予約制,,13000,,13000,16000,19000,,10000,,,,24000,6000,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,
RINATO（リナート）,,新大阪,,080-4393-7100,12:00～翌3:00,大阪市東淀川区東中島1丁目,,,,,不定休,完全予約制,,12000,,,,,,,,,12000,,5000,1000,0,1,3,5,5,1,,,,,,,,,,,,,,,,
Venus（ヴィーナス）,,新大阪,,090-8773-4545,11:00～翌5:00（受付時間10:00～翌4:00）,大阪市東淀川区東中島1丁目,https://line.me/R/ti/p/~venus2024osaka,,,,不定休,完全予約制,,14000,,14000,18000,24000,,,,,,,6000,,1,10,4,0,0,0,,,,,,,,,,,,,,,,
Crocodile（クロコダイル）,,新大阪,,070-9049-4836,10:00～翌1:00,大阪市淀川区宮原1丁目,https://line.me/R/ti/p/~wani19072,,,,不定休,完全予約制,,16000,,16000,20000,24000,,,,,,30000,6000,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,
ゆだねて,,新大阪,,080-8899-1363,10:00～翌3:00（最終受付翌2:00）,大阪市淀川区宮原1丁目,https://line.me/R/ti/p/~boxbox888,,,,不定休,完全予約制,,13000,,13000,16000,19000,,10000,,,,24000,6000,2000,0,0,0,0,0,6,,,,,,,,,,,,,,,,
結 ミセス邸（ゆい）,,新大阪,,080-9746-4452,10:00～翌4:00（最終受付）,大阪市東淀川区東中島1丁目,,,,,年中無休,完全予約制,,14000,,14000,18000,23000,,10000,,,,,6000,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
もくきん堂,,西中島,,090-4494-2609,12:00～翌5:00（最終受付）,大阪市淀川区西中島,,,,,不定休,完全予約制,,14000,,14000,18000,22000,,,,,,26000,6000,,2,20,16,1,1,0,,,,,,,,,,,,,,,,
Mrs.Mermaid（ミセスマーメイド）,,谷町九丁目,,080-9166-3008,10:00～翌2:00（受付時間8:00～24:00）,大阪市中央区東高麗橋3丁目,https://line.me/R/ti/p/~＠mrs.mermaid,,,,不定休,予約優先,,13000,,13000,16000,20000,,10000,,,,26000,6000,1000,0,0,2,5,5,9,,,,,,,,,,,,,,,,
アヌSPA,,谷町九丁目,,070-4416-2728,11:00～翌3:00（受付時間10:00～翌3:00）,大阪市天王寺区生玉町2丁目,https://line.me/R/ti/p/~anuspa,,,,不定休,完全予約制,,13000,,,17000,22000,,,,,13000,27000,6000,1000,0,0,3,8,4,2,,,,,,,,,,,,,,,,
美魔女refle 谷町9丁目店,,谷町九丁目,,090-1020-0024,10:00～翌4:00（受付時間9:00～翌2:00）,大阪市天王寺区生玉町,https://line.me/R/ti/p/~374svpzs,,,,年中無休,予約優先,,14000,,14000,18000,,,,,,,,6000,2000,0,0,0,1,5,8,,,,,,,,,,,,,,,,
DSP（ディーエスピー）,,谷町九丁目,,070-1821-9107,10:00～翌2:00（受付時間9:00～翌1:00）,大阪市天王寺区生玉町,https://line.me/R/ti/p/~809codao,,,,年中無休,完全予約制,,17000,,17000,23000,29000,,12000,,,,,6000,,2,10,25,2,0,0,,,,,,,,,,,,,,,,
癒しなでしこ,,谷町九丁目,,070-4198-2483,10:00～翌5:00（最終受付翌3:30）,大阪市天王寺区生玉前町2丁目,,,,,不定休,予約優先,,13000,,13000,17000,21000,,,,,,25000,6000,1000,0,10,18,6,6,0,,,,,,,,,,,,,,,,
Mrs.AUBE SPA（ミセスオーブスパ）,,天神橋筋六丁目,,080-4624-8978,11:00～翌5:00（受付時間10:00～翌3:00）,大阪市北区菅栄町,,,,,不定休,完全予約制,,14000,,14000,16000,21000,,,12000,,,26000,6000,1000,0,0,0,7,14,13,,,,,,,,,,,,,,,,
bulan（ブラン）,,天神橋筋六丁目,,080-4972-5533,11:00～23:00,大阪市北区浪花町,,,,,不定休,完全予約制,,12000,,,,,,,,,12000,,4000,1000,0,0,0,0,0,0,,,,,,,,,,,,,,,,
LEON SPA Gold 桜川店（レオンスパゴールド）,,難波,,070-8494-5771,10:00～翌5:00（受付時間9:00～翌3:30）,大阪市浪速区幸町3丁目,https://line.me/R/ti/p/~lgosaka,,,,年中無休,完全予約制,,16000,,16000,21000,26000,,,13000,,,31000,,1000,0,0,3,1,0,0,,,,,,,,,,,,,,,,
ミセス美オーラ,,難波,,06-4256-2331,9:00～翌5:00（最終受付）,大阪市浪速区桜川,https://line.me/R/ti/p/~mrsviaura,,,,年中無休,完全予約制,,15000,,15000,20000,25000,,,12000,,,30000,6000,1000,0,2,13,5,10,4,,,,,,,,,,,,,,,,
山崎（やまざき）,,難波,,050-3150-8558,10:00～24:00,大阪市西区南堀江2丁目,https://line.me/R/ti/p/~yamazaki.8558,,,,不定休,完全予約制,,18000,,18000,23000,,,,,,,,,1000,0,0,1,0,1,0,,,,,,,,,,,,,,,,
ALYO（アルヨ）,,日本橋,,090-3875-9643,10:00～翌5:00（受付時間9:30～翌5:00）,大阪市中央区瓦屋町3丁目,https://line.me/R/ti/p/~alyo4589,,,,年中無休,完全予約制,,14000,,14000,18000,22000,,,10000,,,26000,6000,1000,3,27,9,0,0,0,,,,,,,,,,,,,,,,
ANA SPACIA（アナスパシア）,,日本橋,,070-4221-9658,12:00～24:00（受付時間11:00～24:00）,大阪市中央区高津1丁目,https://line.me/R/ti/p/~anaspacia,,,,年中無休,完全予約制,,19000,,19000,25000,31000,,,,,,37000,8000,,0,2,7,5,1,0,,,,,,,,,,,,,,,,
Aroma one（アロマワン）,,日本橋,,090-6879-7214,13:00～翌5:00,ご予約時にお問い合わせください,,,,,不定休,,,13000,,13000,16000,,,10000,,,,,5000,,9,27,3,0,0,0,,,,,,,,,,,,,,,,
当たりSPA 日本橋店,,日本橋,,070-8569-1352,10:00～翌5:00（受付時間9:00～翌5:00）,大阪市中央区日本橋,https://line.me/R/ti/p/~706wejpn,,,,年中無休,完全予約制,,13000,,13000,17000,22000,,9000,,,,26000,,1000,5,16,19,0,0,0,,,,,,,,,,,,,,,,
Bell.Madonna 日本橋・堺筋本町・谷町ルーム（ベルマドンナ）,,日本橋,,080-4989-5040,10:00～翌5:00（受付時間9:00～翌3:00）,大阪市中央区高津2丁目,https://line.me/R/ti/p/~610rnovz,,,,不定休,完全予約制,,12000,,,,,,,,,12000,,5000,,0,0,0,11,13,14,,,,,,,,,,,,,,,,
ぶるーべりーSPA,,日本橋,,070-9073-5232,12:00～翌5:30（受付時間12:00～翌4:00）,大阪市中央区高津1丁目,,,,,不定休,完全予約制,,16000,,16000,20000,24000,,,,,,28000,6000,0,0,6,8,0,0,0,,,,,,,,,,,,,,,,
CLUB LEGGENDA（クラブレジェンダ）,,日本橋,,080-4709-6286,16:00～翌4:00（受付時間12:00～翌3:30）,大阪市中央区高津2丁目,https://line.me/R/ti/p/~886hazuf,,,,不定休,,,13000,,13000,17000,22000,10000,,,,,27000,6000,1000,7,25,7,0,0,0,,,,,,,,,,,,,,,,
C.r.e.a.m（クリーム）,,日本橋,,080-6210-9216,10:00～翌5:00（最終受付翌3:30）,大阪市中央区高津2丁目,https://line.me/R/ti/p/~creamosaka,,,,不定休,完全予約制,,13000,,13000,17000,22000,,,,,,,6000,1000,0,21,19,0,0,0,,,,,,,,,,,,,,,,
DEAR（ディアー）,,日本橋,,090-8526-0138,11:00～翌5:00,大阪市中央区高津2丁目,https://line.me/R/ti/p/~deardear0615,,,,不定休,予約優先,,14000,,14000,18000,22000,,,10000,,,,6000,1000,2,24,13,0,0,0,,,,,,,,,,,,,,,,
E・Over（イーオーバー）,,日本橋,,070-1860-9042,11:00～翌6:00（営業時間10:00～翌4:30）,大阪市中央区高津3丁目,https://line.me/R/ti/p/~eover0501,,,,不定休,予約優先,,12500,,,,,,,,,12500,,,1000,0,3,1,0,0,0,,,,,,,,,,,,,,,,
Femme Fatale（ファムファタール）,,日本橋,,080-5797-3740,12:00～翌5:00,大阪市中央区高津2丁目,https://line.me/R/ti/p/~famfam.10.01,,,,年中無休,予約優先,,13000,,13000,18000,,,,10000,,,,,,1,22,8,0,0,0,,,,,,,,,,,,,,,,
Firstclass（ファーストクラス）,,日本橋,,06-6633-7886,10:00～翌2:00（受付時間9:00～翌1:00）,大阪市中央区瓦屋町3丁目,https://line.me/R/ti/p/~587wczpy,,,,不定休,完全予約制,,14000,,14000,18000,23000,,10000,,,,,7000,1000,7,13,17,2,0,0,,,,,,,,,,,,,,,,
GENTLE+（ジェントルプラス）,,日本橋,,080-6219-8808,11:00～翌5:00（最終受付翌3:30）,大阪市中央区日本橋1丁目,https://line.me/R/ti/p/~jorker-king,,,,不定休,,,13000,,13000,17000,21000,,,,,,,6000,1000,4,29,4,2,0,0,,,,,,,,,,,,,,,,
神の領域,,日本橋,,070-1839-3937,11:00～翌5:00,大阪市中央区高津3丁目,,,,,不定休,,,32500,,32500,,,,19000,24500,28500,37500,,12000,1000,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Grand Luxe（グランリュクス）,,日本橋,,06-6484-0633,10:00～翌4:00（受付時間9:00～翌2:30）,大阪市中央区高津,https://line.me/R/ti/p/~grand_luxe,,,,不定休,完全予約制,,22000,,22000,27500,35200,,,,,,45100,11000,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
はぴすぱ,,日本橋,,090-6300-0623,10:00～翌5:00（最終受付）,詳細な所在地については、ご予約時にお問い合わせください 大きな地図で見る,,,,,年中無休,,,13000,,13000,19000,25000,,,,,,,6000,1000,0,4,1,0,0,0,,,,,,,,,,,,,,,,
KAREN（カレン）,,日本橋,,070-2304-0076,10:00～翌3:00,大阪市中央区高津2丁目,https://line.me/R/ti/p/~mrs.karen,,,,不定休,完全予約制,,23000,,23000,29000,35000,,,,,,41000,10000,,0,10,12,3,2,0,,,,,,,,,,,,,,,,
Karisome（かりそめ）,,日本橋,,090-7005-6762,10:00～翌3:30（最終受付）,大阪市中央区高津2丁目,https://line.me/R/ti/p/~karisome0801,,,,年中無休,,,13000,,13000,17000,21000,,,,,,25000,5000,,0,0,0,13,9,10,,,,,,,,,,,,,,,,
貴婦人倶楽部（きふじんくらぶ）,,日本橋,,090-9876-7853,10:00～翌5:00（受付時間9:30～翌3:30）,大阪市中央区高津2丁目,https://line.me/R/ti/p/~kifujinclub,,,,不定休,完全予約制,,10000,,,,,,,,10000,13000,,6000,1000,0,0,0,15,9,8,,,,,,,,,,,,,,,,
君色ドレスSPA,,日本橋,,090-8239-1919,10:00～翌6:00（受付時間9:30～翌6:00）,大阪市中央区高津2丁目,https://line.me/R/ti/p/~492hobmo,,,,不定休,完全予約制,,13000,,13000,17000,21000,,10000,,,,25000,6000,1000,11,27,2,0,0,0,,,,,,,,,,,,,,,,
煌めきSPA（きらめきスパ）,,日本橋,,080-1632-4881,12:00～翌5:00（最終受付）,大阪市中央区日本橋,https://line.me/R/ti/p/~kirameki4881,,,,不定休,完全予約制,,15000,,15000,20000,,,,12000,,,,7000,,4,29,7,0,0,0,,,,,,,,,,,,,,,,
マダムの秘密,,日本橋,,080-6128-8686,11:00～翌6:00（受付時間10:00～翌4:30）,大阪市中央区高津3丁目,https://line.me/R/ti/p/~kouji0038,,,,不定休,完全予約制,,12000,,12000,15000,,,8000,,,,,7500,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
spa MAYBE（メイビー）,,日本橋,,090-5976-4726,12:00～翌4:00（最終受付翌3:00）,大阪市中央区高津,https://line.me/R/ti/p/~spa-maybe,,,,火曜,完全予約制,,13000,,13000,17000,21000,,10000,,,,25000,,1000,10,29,1,0,0,0,,,,,,,,,,,,,,,,
Melty Room（メルティールーム）,,日本橋,,090-7928-3439,10:30～翌5:00（最終受付）,詳細な所在地については、ご予約時にお問い合わせください 大きな地図で見る,https://line.me/R/ti/p/~meltyroom,,,,不定休,,,12000,,,,,,,,12000,,,6000,1000,0,27,2,1,0,0,,,,,,,,,,,,,,,,
milk tea（ミルクティー）,,日本橋,,080-9125-1071,10:00～翌5:00,大阪市中央区日本橋,https://line.me/R/ti/p/~milktea000007,,,,不定休,完全予約制,,13000,,13000,17000,21000,,,,,,25000,6000,1000,0,4,2,1,0,0,,,,,,,,,,,,,,,,
ミセス・ムーンR 大阪店,,日本橋,,070-1745-5411,10:00～翌5:00（最終受付）,大阪市中央区日本橋,,,,,不定休,完全予約制,,10000,,,,21000,,,10000,,13000,26000,,1000,0,2,5,14,4,12,,,,,,,,,,,,,,,,
Mrs.Femme Fatale（ミセスファムファタール）,,日本橋,,080-4823-2372,12:00～翌5:00,大阪市中央区高津2丁目,https://line.me/R/ti/p/~famfam10.01.2,,,,不定休,完全予約制,,12000,,12000,16000,,,8000,,,,,,,0,0,0,3,3,4,,,,,,,,,,,,,,,,
Mrs.HOLIC（ミセス ホリック）,,日本橋,,080-9303-2100,10:00～翌5:00（最終受付翌3:30）,大阪市中央区高津2丁目,https://line.me/R/ti/p/~mrs-holic,,,,不定休,完全予約制,,14000,,14000,18000,23000,,,,,,,6000,1000,0,3,1,4,4,2,,,,,,,,,,,,,,,,
YOLU SPA Mrs店（ヨルスパミセス）,,日本橋,,070-6681-0365,10:00～翌4:00,大阪市浪速区日本橋東1丁目,,,,,不定休,完全予約制,,14000,,14000,20000,,,,12000,,,,,1000,0,0,2,1,4,3,,,,,,,,,,,,,,,,
なにわ女子,,日本橋,,080-7385-5289,14:00～翌5:00（最終受付翌3:30）,大阪市中央区日本橋,https://line.me/R/ti/p/~511ilfpc,,,,年中無休,完全予約制,,15000,,15000,20000,25000,,11000,,,,30000,6000,1000,7,26,5,1,0,0,,,,,,,,,,,,,,,,
俺の家 日本橋店,,日本橋,,080-4015-8134,10:00～翌7:00（受付時間9:00～翌6:00）,大阪市中央区高津2丁目,https://line.me/R/ti/p/~orenoie1,,,,年中無休,完全予約制,,13000,,13000,16000,20000,,10000,,,,25000,6000,1000,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Philia（フィリア）,,日本橋,,070-9016-3150,12:00～翌6:00（最終受付翌6:00）,大阪市中央区日本橋1丁目,,,,,不定休,完全予約制,,14000,,14000,19000,24000,,,,,,,7000,1000,8,19,0,0,0,0,,,,,,,,,,,,,,,,
